workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.3,Answer.2,Answer.1,Answer.0,Answer.7,Answer.6,Answer.5,Answer.4,Answer.9,Answer.8,Answer.comments,Answer.age,Answer.duration,Answer.cond,Answer.language
10,230KMN9U8P9YJ0T3C5931UYIPG0UDM,2AI9RA7S5WM1M1YZ4NY0SMHLANAZUC,Prices,How much do you think different kinds of household items cost?,experiment stanford fun prices psychology cognitive science linguistics university,$0.40,Wed Dec 04 05:01:54 PST 2013,40,1,1,38,Assignable,NotReviewed,1 cond,12000,99999,Tue Dec 24 05:01:54 PST 2013,https://requester.mturk.com/mturk/manageHIT?HITId=230KMN9U8P9YJ0T3C5931UYIPG0UDM,2UA62NJQ2172F19XXE2KUCVEN4EWO9,10,Approved,Thu Dec 05 09:02:28 PST 2013,Wed Dec 04 05:13:03 PST 2013,Wed Dec 04 05:15:49 PST 2013,Wed Dec 04 07:33:45 PST 2013,,,,,"{""buyer"":""Caitlyn"",""item"":""coffee maker"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.87,0.82,0.5,0.37,0.32,0.2,0.19,0.11,0.02,0.01]}","{""buyer"":""Danielle"",""item"":""sweater"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.87,0.67,0.39,0.33,0.25,0.19,0.16,0.13,0.02,0.01]}","{""buyer"":""Ann"",""item"":""headphones"",""stepLength"":30,""max"":300,""lowers"":[0,30,60,90,120,150,180,210,240,300],""uppers"":[30,60,90,120,150,180,210,240,270,""infty""],""responses"":[0.9,0.86,0.88,0.88,0.63,0.47,0.42,0.25,0.23,0.11]}","{""buyer"":""Emma"",""item"":""laptop"",""stepLength"":560,""max"":5000,""lowers"":[0,560,1120,1680,2240,2800,3360,3920,4480,5000],""uppers"":[560,1120,1680,2240,2800,3360,3920,4480,5040,""infty""],""responses"":[0.94,0.83,0.35,0.31,0.26,0.15,0.1,0,0,0]}","{""response"":""100"",""item"":""sweater""}","{""response"":""300"",""item"":""headphones""}","{""response"":""1300"",""item"":""laptop""}","{""buyer"":""Beth"",""item"":""watch"",""stepLength"":60,""max"":500,""lowers"":[0,60,120,180,240,300,360,420,480,500],""uppers"":[60,120,180,240,300,360,420,480,540,""infty""],""responses"":[0.94,0.86,0.69,0.5,0.4,0.32,0.2,0.11,0.05,0.03]}","{""response"":""850"",""item"":""watch""}","{""response"":""450"",""item"":""coffee maker""}","""""","""27""",165302,"""girls""","""english"""
11,230KMN9U8P9YJ0T3C5931UYIPG0UDM,2AI9RA7S5WM1M1YZ4NY0SMHLANAZUC,Prices,How much do you think different kinds of household items cost?,experiment stanford fun prices psychology cognitive science linguistics university,$0.40,Wed Dec 04 05:01:54 PST 2013,40,1,1,38,Assignable,NotReviewed,1 cond,12000,99999,Tue Dec 24 05:01:54 PST 2013,https://requester.mturk.com/mturk/manageHIT?HITId=230KMN9U8P9YJ0T3C5931UYIPG0UDM,2W33Q39Z0B6U9G60KMMS2VRKSZ9WLS,11,Approved,Thu Dec 05 09:02:53 PST 2013,Wed Dec 04 05:11:56 PST 2013,Wed Dec 04 05:16:14 PST 2013,Wed Dec 04 07:33:44 PST 2013,,,,,"{""buyer"":""Caitlyn"",""item"":""laptop"",""stepLength"":560,""max"":5000,""lowers"":[0,560,1120,1680,2240,2800,3360,3920,4480,5000],""uppers"":[560,1120,1680,2240,2800,3360,3920,4480,5040,""infty""],""responses"":[0.27,0.87,0.48,0.36,0.13,0,0,0,0,0]}","{""buyer"":""Beth"",""item"":""watch"",""stepLength"":60,""max"":500,""lowers"":[0,60,120,180,240,300,360,420,480,500],""uppers"":[60,120,180,240,300,360,420,480,540,""infty""],""responses"":[0.07,0.29,0.7,0.68,0.36,0,0,0,0,0]}","{""buyer"":""Danielle"",""item"":""coffee maker"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.46,0.5,0.7,0.51,0.28,0.12,0,0,0,0]}","{""buyer"":""Emma"",""item"":""headphones"",""stepLength"":30,""max"":300,""lowers"":[0,30,60,90,120,150,180,210,240,300],""uppers"":[30,60,90,120,150,180,210,240,270,""infty""],""responses"":[0.72,0.72,0.45,0.32,0.16,0,0,0,0,0]}","{""response"":""1000"",""item"":""watch""}","{""response"":""300"",""item"":""coffee maker""}","{""response"":""250"",""item"":""headphones""}","{""buyer"":""Ann"",""item"":""sweater"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.66,0.66,0.65,0.43,0.32,0.16,0,0,0,0]}","{""response"":""450"",""item"":""sweater""}","{""response"":""3500"",""item"":""laptop""}","""""","""25""",251736,"""girls""","""English"""
12,230KMN9U8P9YJ0T3C5931UYIPG0UDM,2AI9RA7S5WM1M1YZ4NY0SMHLANAZUC,Prices,How much do you think different kinds of household items cost?,experiment stanford fun prices psychology cognitive science linguistics university,$0.40,Wed Dec 04 05:01:54 PST 2013,40,1,1,38,Assignable,NotReviewed,1 cond,12000,99999,Tue Dec 24 05:01:54 PST 2013,https://requester.mturk.com/mturk/manageHIT?HITId=230KMN9U8P9YJ0T3C5931UYIPG0UDM,247BNFSVGULFJ15ZCEEGAFS3Z817L2,12,Approved,Thu Dec 05 09:03:48 PST 2013,Wed Dec 04 05:13:31 PST 2013,Wed Dec 04 05:17:09 PST 2013,Wed Dec 04 07:33:45 PST 2013,,,,,"{""buyer"":""Emma"",""item"":""laptop"",""stepLength"":560,""max"":5000,""lowers"":[0,560,1120,1680,2240,2800,3360,3920,4480,5000],""uppers"":[560,1120,1680,2240,2800,3360,3920,4480,5040,""infty""],""responses"":[0.98,0.98,0.62,0.01,0.01,0.01,0.01,0.01,0.02,0.01]}","{""buyer"":""Dan"",""item"":""headphones"",""stepLength"":30,""max"":300,""lowers"":[0,30,60,90,120,150,180,210,240,300],""uppers"":[30,60,90,120,150,180,210,240,270,""infty""],""responses"":[0.5,0.5,0.99,0.88,0.75,0.6,0.39,0.26,0.18,0.03]}","{""buyer"":""Danielle"",""item"":""coffee maker"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.97,0.76,0.4,0.04,0.04,0.01,0.02,0.02,0.04,0]}","{""buyer"":""Alan"",""item"":""sweater"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.98,0.81,0.65,0.55,0.45,0.37,0.31,0.23,0.19,0.05]}","{""response"":""350"",""item"":""headphones""}","{""response"":""79"",""item"":""coffee maker""}","{""response"":""400"",""item"":""sweater""}","{""buyer"":""Beth"",""item"":""watch"",""stepLength"":60,""max"":500,""lowers"":[0,60,120,180,240,300,360,420,480,500],""uppers"":[60,120,180,240,300,360,420,480,540,""infty""],""responses"":[0.99,0.74,0.58,0.43,0.3,0.15,0.02,0.03,0.04,0.01]}","{""response"":""10000"",""item"":""watch""}","{""response"":""4000"",""item"":""laptop""}","""Thanks!""","""57""",215193,"""both""","""english"""
13,230KMN9U8P9YJ0T3C5931UYIPG0UDM,2AI9RA7S5WM1M1YZ4NY0SMHLANAZUC,Prices,How much do you think different kinds of household items cost?,experiment stanford fun prices psychology cognitive science linguistics university,$0.40,Wed Dec 04 05:01:54 PST 2013,40,1,1,38,Assignable,NotReviewed,1 cond,12000,99999,Tue Dec 24 05:01:54 PST 2013,https://requester.mturk.com/mturk/manageHIT?HITId=230KMN9U8P9YJ0T3C5931UYIPG0UDM,2UUJE1M7PKK91JWD471C94LZ9ZZRYD,13,Approved,Thu Dec 05 09:04:20 PST 2013,Wed Dec 04 05:10:41 PST 2013,Wed Dec 04 05:17:41 PST 2013,Wed Dec 04 07:33:46 PST 2013,,,,,"{""buyer"":""Danielle"",""item"":""headphones"",""stepLength"":30,""max"":300,""lowers"":[0,30,60,90,120,150,180,210,240,300],""uppers"":[30,60,90,120,150,180,210,240,270,""infty""],""responses"":[0.5,0.5,0.5,0.82,0.83,0.64,0.5,0.5,0.5,0.5]}","{""buyer"":""Caitlyn"",""item"":""sweater"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.5,0.7,0.03,0.04,0.05,0.05,0.04,0.03,0.03,0.06]}","{""buyer"":""Ann"",""item"":""watch"",""stepLength"":60,""max"":500,""lowers"":[0,60,120,180,240,300,360,420,480,500],""uppers"":[60,120,180,240,300,360,420,480,540,""infty""],""responses"":[0.5,0.73,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5]}","{""buyer"":""Emma"",""item"":""laptop"",""stepLength"":560,""max"":5000,""lowers"":[0,560,1120,1680,2240,2800,3360,3920,4480,5000],""uppers"":[560,1120,1680,2240,2800,3360,3920,4480,5040,""infty""],""responses"":[1,1,1,0.5,0.5,0.5,0,0.02,0,0.08]}","{""response"":""200"",""item"":""sweater""}","{""response"":""2500"",""item"":""watch""}","{""response"":""2100"",""item"":""laptop""}","{""buyer"":""Beth"",""item"":""coffee maker"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.5,0.81,0.66,0.5,0.17,0.11,0.06,0.04,0,0.04]}","{""response"":""200"",""item"":""coffee maker""}","{""response"":""300"",""item"":""headphones""}","""""","""35""",118723,"""girls""","""english"""
14,230KMN9U8P9YJ0T3C5931UYIPG0UDM,2AI9RA7S5WM1M1YZ4NY0SMHLANAZUC,Prices,How much do you think different kinds of household items cost?,experiment stanford fun prices psychology cognitive science linguistics university,$0.40,Wed Dec 04 05:01:54 PST 2013,40,1,1,38,Assignable,NotReviewed,1 cond,12000,99999,Tue Dec 24 05:01:54 PST 2013,https://requester.mturk.com/mturk/manageHIT?HITId=230KMN9U8P9YJ0T3C5931UYIPG0UDM,2Z5OBDDP8PJW0MDKO5DBCQ39BAPF4L,14,Approved,Thu Dec 05 09:04:21 PST 2013,Wed Dec 04 05:11:36 PST 2013,Wed Dec 04 05:17:42 PST 2013,Wed Dec 04 07:33:44 PST 2013,,,,,"{""buyer"":""Emma"",""item"":""headphones"",""stepLength"":30,""max"":300,""lowers"":[0,30,60,90,120,150,180,210,240,300],""uppers"":[30,60,90,120,150,180,210,240,270,""infty""],""responses"":[0.33,0.37,0.59,0.71,0.69,0.28,0.27,0.36,0.26,0.1]}","{""buyer"":""Ann"",""item"":""sweater"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.59,0.82,0.57,0.27,0.22,0.14,0.1,0.1,0.08,0.05]}","{""buyer"":""Caitlyn"",""item"":""laptop"",""stepLength"":560,""max"":5000,""lowers"":[0,560,1120,1680,2240,2800,3360,3920,4480,5000],""uppers"":[560,1120,1680,2240,2800,3360,3920,4480,5040,""infty""],""responses"":[0.71,0.8,0.69,0.56,0.3,0.29,0.19,0.17,0.12,0.08]}","{""buyer"":""Danielle"",""item"":""watch"",""stepLength"":60,""max"":500,""lowers"":[0,60,120,180,240,300,360,420,480,500],""uppers"":[60,120,180,240,300,360,420,480,540,""infty""],""responses"":[0.25,0.72,0.7,0.27,0.28,0.25,0.13,0.13,0.1,0.11]}","{""response"":""300"",""item"":""sweater""}","{""response"":""6500"",""item"":""laptop""}","{""response"":""4000"",""item"":""watch""}","{""buyer"":""Beth"",""item"":""coffee maker"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.32,0.57,0.7,0.64,0.65,0.26,0.23,0.14,0.07,0.05]}","{""response"":""300"",""item"":""coffee maker""}","{""response"":""400"",""item"":""headphones""}","""""","""57""",363990,"""girls""","""English"""
15,230KMN9U8P9YJ0T3C5931UYIPG0UDM,2AI9RA7S5WM1M1YZ4NY0SMHLANAZUC,Prices,How much do you think different kinds of household items cost?,experiment stanford fun prices psychology cognitive science linguistics university,$0.40,Wed Dec 04 05:01:54 PST 2013,40,1,1,38,Assignable,NotReviewed,1 cond,12000,99999,Tue Dec 24 05:01:54 PST 2013,https://requester.mturk.com/mturk/manageHIT?HITId=230KMN9U8P9YJ0T3C5931UYIPG0UDM,20O618N46UXFS54CDK5TWDSN5UVRPI,15,Approved,Thu Dec 05 09:06:00 PST 2013,Wed Dec 04 05:12:35 PST 2013,Wed Dec 04 05:19:21 PST 2013,Wed Dec 04 07:33:44 PST 2013,,,,,"{""buyer"":""Ann"",""item"":""coffee maker"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.68,0.81,0.94,0.87,0.77,0.43,0.15,0.02,0,0]}","{""buyer"":""Beth"",""item"":""sweater"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.91,0.76,0.68,0.48,0.3,0.17,0.02,0.04,0,0]}","{""buyer"":""Emma"",""item"":""laptop"",""stepLength"":560,""max"":5000,""lowers"":[0,560,1120,1680,2240,2800,3360,3920,4480,5000],""uppers"":[560,1120,1680,2240,2800,3360,3920,4480,5040,""infty""],""responses"":[0.6,0.91,0.28,0.22,0.06,0.06,0.04,0,0.02,0]}","{""buyer"":""Danielle"",""item"":""headphones"",""stepLength"":30,""max"":300,""lowers"":[0,30,60,90,120,150,180,210,240,300],""uppers"":[30,60,90,120,150,180,210,240,270,""infty""],""responses"":[0.72,0.5,0.38,0.37,0.34,0.57,0.19,0.05,0.01,0.02]}","{""response"":""2250"",""item"":""sweater""}","{""response"":""7000"",""item"":""laptop""}","{""response"":""500"",""item"":""headphones""}","{""buyer"":""Caitlyn"",""item"":""watch"",""stepLength"":60,""max"":500,""lowers"":[0,60,120,180,240,300,360,420,480,500],""uppers"":[60,120,180,240,300,360,420,480,540,""infty""],""responses"":[0.87,0.9,0.74,0.51,0.36,0.19,0.07,0.02,0,0]}","{""response"":""10000"",""item"":""watch""}","{""response"":""2000"",""item"":""coffee maker""}","""""","""29""",404484,"""girls""","""English"""
16,230KMN9U8P9YJ0T3C5931UYIPG0UDM,2AI9RA7S5WM1M1YZ4NY0SMHLANAZUC,Prices,How much do you think different kinds of household items cost?,experiment stanford fun prices psychology cognitive science linguistics university,$0.40,Wed Dec 04 05:01:54 PST 2013,40,1,1,38,Assignable,NotReviewed,1 cond,12000,99999,Tue Dec 24 05:01:54 PST 2013,https://requester.mturk.com/mturk/manageHIT?HITId=230KMN9U8P9YJ0T3C5931UYIPG0UDM,2BG3W5XH0JPP8A2REMGL1P75WV0KEY,16,Approved,Thu Dec 05 09:08:25 PST 2013,Wed Dec 04 05:14:29 PST 2013,Wed Dec 04 05:21:46 PST 2013,Wed Dec 04 07:33:43 PST 2013,,,,,"{""buyer"":""Beth"",""item"":""coffee maker"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.58,0.87,0.87,0.72,0.52,0.22,0,0,0,0]}","{""buyer"":""Caitlyn"",""item"":""headphones"",""stepLength"":30,""max"":300,""lowers"":[0,30,60,90,120,150,180,210,240,300],""uppers"":[30,60,90,120,150,180,210,240,270,""infty""],""responses"":[0.81,0.86,0.84,0.69,0.6,0.21,0,0,0,0]}","{""buyer"":""Danielle"",""item"":""sweater"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.86,1,0.62,0.28,0,0,0,0,0,0]}","{""buyer"":""Emma"",""item"":""watch"",""stepLength"":60,""max"":500,""lowers"":[0,60,120,180,240,300,360,420,480,500],""uppers"":[60,120,180,240,300,360,420,480,540,""infty""],""responses"":[0.56,0.73,1,0.69,0.52,0.35,0.2,0.11,0,0]}","{""response"":""300"",""item"":""headphones""}","{""response"":""200"",""item"":""sweater""}","{""response"":""1500"",""item"":""watch""}","{""buyer"":""Ann"",""item"":""laptop"",""stepLength"":560,""max"":5000,""lowers"":[0,560,1120,1680,2240,2800,3360,3920,4480,5000],""uppers"":[560,1120,1680,2240,2800,3360,3920,4480,5040,""infty""],""responses"":[0.27,0.73,0.71,0.5,0.08,0,0,0,0,0]}","{""response"":""3000"",""item"":""laptop""}","{""response"":""300"",""item"":""coffee maker""}","""interesting!""","""27""",435243,"""girls""","""English"""
17,230KMN9U8P9YJ0T3C5931UYIPG0UDM,2AI9RA7S5WM1M1YZ4NY0SMHLANAZUC,Prices,How much do you think different kinds of household items cost?,experiment stanford fun prices psychology cognitive science linguistics university,$0.40,Wed Dec 04 05:01:54 PST 2013,40,1,1,38,Assignable,NotReviewed,1 cond,12000,99999,Tue Dec 24 05:01:54 PST 2013,https://requester.mturk.com/mturk/manageHIT?HITId=230KMN9U8P9YJ0T3C5931UYIPG0UDM,2WAKMN9U8P9YJ0T3C5931UYIYAWUDB,17,Approved,Thu Dec 05 09:11:14 PST 2013,Wed Dec 04 05:12:48 PST 2013,Wed Dec 04 05:24:35 PST 2013,Wed Dec 04 07:33:45 PST 2013,,,,,"{""buyer"":""Bob"",""item"":""laptop"",""stepLength"":560,""max"":5000,""lowers"":[0,560,1120,1680,2240,2800,3360,3920,4480,5000],""uppers"":[560,1120,1680,2240,2800,3360,3920,4480,5040,""infty""],""responses"":[0.58,0.94,0.65,0.42,0.31,0.21,0.1,0,0,0]}","{""buyer"":""Evan"",""item"":""headphones"",""stepLength"":30,""max"":300,""lowers"":[0,30,60,90,120,150,180,210,240,300],""uppers"":[30,60,90,120,150,180,210,240,270,""infty""],""responses"":[0.72,0.95,0.42,0.13,0.08,0.05,0.02,0,0,0]}","{""buyer"":""Dan"",""item"":""sweater"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[1,0.31,0.05,0,0,0,0,0,0,0]}","{""buyer"":""Calvin"",""item"":""watch"",""stepLength"":60,""max"":500,""lowers"":[0,60,120,180,240,300,360,420,480,500],""uppers"":[60,120,180,240,300,360,420,480,540,""infty""],""responses"":[0.72,0.79,0.38,0.13,0.04,0.02,0,0,0,0]}","{""response"":""280"",""item"":""headphones""}","{""response"":""120"",""item"":""sweater""}","{""response"":""300"",""item"":""watch""}","{""buyer"":""Caitlyn"",""item"":""coffee maker"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.75,0.76,0.51,0.1,0.01,0,0,0,0,0]}","{""response"":""140"",""item"":""coffee maker""}","{""response"":""3000"",""item"":""laptop""}","""Interesting.+I&quotecharm+curious+what+the+study+is+intended+to+show.++""","""27""",697874,"""both""","""English"""
18,230KMN9U8P9YJ0T3C5931UYIPG0UDM,2AI9RA7S5WM1M1YZ4NY0SMHLANAZUC,Prices,How much do you think different kinds of household items cost?,experiment stanford fun prices psychology cognitive science linguistics university,$0.40,Wed Dec 04 05:01:54 PST 2013,40,1,1,38,Assignable,NotReviewed,1 cond,12000,99999,Tue Dec 24 05:01:54 PST 2013,https://requester.mturk.com/mturk/manageHIT?HITId=230KMN9U8P9YJ0T3C5931UYIPG0UDM,2CJCJK63ZVE3XJ0RAQ1QIJL53DT9Y8,18,Approved,Thu Dec 05 09:25:25 PST 2013,Wed Dec 04 05:13:20 PST 2013,Wed Dec 04 05:38:46 PST 2013,Wed Dec 04 07:33:44 PST 2013,,,,,"{""buyer"":""Danielle"",""item"":""laptop"",""stepLength"":560,""max"":5000,""lowers"":[0,560,1120,1680,2240,2800,3360,3920,4480,5000],""uppers"":[560,1120,1680,2240,2800,3360,3920,4480,5040,""infty""],""responses"":[0.62,1,0.86,0.77,0.77,0.6,0.5,0.35,0.27,0.03]}","{""buyer"":""Ann"",""item"":""coffee maker"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[1,0.88,0.75,0.62,0.5,0.41,0.35,0.27,0.1,0]}","{""buyer"":""Caitlyn"",""item"":""watch"",""stepLength"":60,""max"":500,""lowers"":[0,60,120,180,240,300,360,420,480,500],""uppers"":[60,120,180,240,300,360,420,480,540,""infty""],""responses"":[0.99,1,0.81,0.74,0.77,0.63,0.59,0.5,0.39,0.25]}","{""buyer"":""Beth"",""item"":""headphones"",""stepLength"":30,""max"":300,""lowers"":[0,30,60,90,120,150,180,210,240,300],""uppers"":[30,60,90,120,150,180,210,240,270,""infty""],""responses"":[1,0.66,0.56,0.5,0.5,0.38,0.31,0.22,0.06,0]}","{""response"":""800"",""item"":""coffee maker""}","{""response"":""1000"",""item"":""watch""}","{""response"":""500"",""item"":""headphones""}","{""buyer"":""Emma"",""item"":""sweater"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[1,0.82,0.66,0.32,0,0.02,0.01,0.02,0.02,0]}","{""response"":""500"",""item"":""sweater""}","{""response"":""5000"",""item"":""laptop""}","""""","""25""",420702,"""girls""","""English"""
19,230KMN9U8P9YJ0T3C5931UYIPG0UDM,2AI9RA7S5WM1M1YZ4NY0SMHLANAZUC,Prices,How much do you think different kinds of household items cost?,experiment stanford fun prices psychology cognitive science linguistics university,$0.40,Wed Dec 04 05:01:54 PST 2013,40,1,1,38,Assignable,NotReviewed,1 cond,12000,99999,Tue Dec 24 05:01:54 PST 2013,https://requester.mturk.com/mturk/manageHIT?HITId=230KMN9U8P9YJ0T3C5931UYIPG0UDM,2Y1Z6KW4ZMAZX9RY1NH0XNNV3REG74,19,Approved,Thu Dec 05 10:00:11 PST 2013,Wed Dec 04 05:05:29 PST 2013,Wed Dec 04 06:13:32 PST 2013,Wed Dec 04 07:33:44 PST 2013,,,,,"{""buyer"":""Dan"",""item"":""laptop"",""stepLength"":560,""max"":5000,""lowers"":[0,560,1120,1680,2240,2800,3360,3920,4480,5000],""uppers"":[560,1120,1680,2240,2800,3360,3920,4480,5040,""infty""],""responses"":[0,1,0.82,0,0,0,0,0,0,0]}","{""buyer"":""Alan"",""item"":""coffee maker"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0,0.16,0.67,0.73,1,0,0,0,0,0]}","{""buyer"":""Bob"",""item"":""headphones"",""stepLength"":30,""max"":300,""lowers"":[0,30,60,90,120,150,180,210,240,300],""uppers"":[30,60,90,120,150,180,210,240,270,""infty""],""responses"":[0.05,0.19,0.4,0.66,1,0.27,0.06,0.02,0,0]}","{""buyer"":""Evan"",""item"":""sweater"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.59,1,0.68,0.41,0.22,0.15,0.14,0,0,0]}","{""response"":""350.00"",""item"":""coffee maker""}","{""response"":""200.00"",""item"":""headphones""}","{""response"":""300.00"",""item"":""sweater""}","{""buyer"":""Calvin"",""item"":""watch"",""stepLength"":60,""max"":500,""lowers"":[0,60,120,180,240,300,360,420,480,500],""uppers"":[60,120,180,240,300,360,420,480,540,""infty""],""responses"":[0.17,1,0.71,0.65,0.55,0.4,0.33,0,0,0]}","{""response"":""4000.00"",""item"":""watch""}","{""response"":""5000.00"",""item"":""laptop""}","""""","""31""",144475,"""boys""","""English"""
20,230KMN9U8P9YJ0T3C5931UYIPG0UDM,2AI9RA7S5WM1M1YZ4NY0SMHLANAZUC,Prices,How much do you think different kinds of household items cost?,experiment stanford fun prices psychology cognitive science linguistics university,$0.40,Wed Dec 04 05:01:54 PST 2013,40,1,1,38,Assignable,NotReviewed,1 cond,12000,99999,Tue Dec 24 05:01:54 PST 2013,https://requester.mturk.com/mturk/manageHIT?HITId=230KMN9U8P9YJ0T3C5931UYIPG0UDM,2SSOUQIHPCGJI5284BN56H0J10V60K,20,Approved,Thu Dec 05 16:32:28 PST 2013,Wed Dec 04 12:42:06 PST 2013,Wed Dec 04 12:45:49 PST 2013,Wed Dec 04 12:47:28 PST 2013,,,,,"{""buyer"":""Bob"",""item"":""laptop"",""stepLength"":560,""max"":5000,""lowers"":[0,560,1120,1680,2240,2800,3360,3920,4480,5000],""uppers"":[560,1120,1680,2240,2800,3360,3920,4480,5040,""infty""],""responses"":[0.28,0.5,1,1,0.84,0.71,0.46,0.24,0.09,0]}","{""buyer"":""Danielle"",""item"":""coffee maker"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.48,0.59,0.98,0.81,0.71,0.56,0.39,0.24,0,0]}","{""buyer"":""Caitlyn"",""item"":""headphones"",""stepLength"":30,""max"":300,""lowers"":[0,30,60,90,120,150,180,210,240,300],""uppers"":[30,60,90,120,150,180,210,240,270,""infty""],""responses"":[0.29,0.65,0.99,0.71,0.43,0.29,0.13,0.08,0,0]}","{""buyer"":""Calvin"",""item"":""sweater"",""stepLength"":40,""max"":400,""lowers"":[0,40,80,120,160,200,240,280,320,400],""uppers"":[40,80,120,160,200,240,280,320,360,""infty""],""responses"":[0.96,0.66,0.39,0,0,0,0.03,0,0,0]}","{""response"":""1300"",""item"":""coffee maker""}","{""response"":""400"",""item"":""headphones""}","{""response"":""500"",""item"":""sweater""}","{""buyer"":""Evan"",""item"":""watch"",""stepLength"":60,""max"":500,""lowers"":[0,60,120,180,240,300,360,420,480,500],""uppers"":[60,120,180,240,300,360,420,480,540,""infty""],""responses"":[0.72,0.79,0.87,0.98,0.89,0.75,0.55,0.44,0.37,0.19]}","{""response"":""15000"",""item"":""watch""}","{""response"":""3000"",""item"":""laptop""}","""that+was+fun""","""35""",219778,"""both""","""English"""
